Word,POS Tag,Meaning
ಅಧಿಕ ಪ್ರಸಂಗ,(ನಾ),ತನಗೆ ಸಂಬಂಧವಿಲ್ಲದ ವಿಷಯಗಳಲ್ಲಿ ಆಸಕ್ತಿ ತೋರಿಸುವುದು.
ಅಧಿಕ ಪ್ರಸಂಗಿ,(ನಾ),"ಉಡಾಳ, ತನಗೆ ಸಂಬಂಧ ಪಡದ ವಿಷಯದಲ್ಲಿ ತಲೆ ಹಾಕುವವನು."
ಅಧೀನ ಕಾರ್ಯದರ್ಶಿ,(ನಾ),ಮೇಲಾಧಿಕಾರಿಯ ಸೂಚನೆ ಮೇರೆಗೆ ಕಾರ್ಯನಿರ್ವಹಿಸುವ ಅಧಿಕಾರಿ.
ಅಧ್ಯಕ್ಷ,(ನಾ),ಸಭಾಪತಿ.
ಅಧ್ಯಯನ,(ನಾ),"ಓದುವುದು, ವ್ಯಾಸಂಗ."
ಅಧ್ಯಾತ್ಮ,(ನಾ),"ಆತ್ಮನಿಗೆ ಸಂಬಂಧಿಸಿದ್ದು, ಬ್ರಹ್ಮನನ್ನು ಕುರಿತದ್ದು, ಆಧ್ಯಾತ್ಮ."
ಅಧ್ಯಾಪಕ,(ನಾ),ಉಪಾಧ್ಯಾಯ
ಅಧ್ಯಾಪನ,(ನಾ),ಪಾಠವನ್ನು ಕಲಿಸುವುದು.
ಅಧ್ಯಾಪಿಕೆ,(ನಾ),ಉಪಾಧ್ಯಾಯಿನಿ.
ಅಧ್ಯಾಯ,(ನಾ),ಗ್ರಂಥದ ವಿಭಾಗ.
ಅಧ್ಯಾಹಾರ,(ನಾ),ಬಿಟ್ಟುಹೋಗಿರುವ ಮಾತುಗಳನ್ನು ಊಹಿಸಿ ಸೇರಿಸಿಕೊಳ್ಳುವುದು.
ಅಧ್ವಾನ,(ನಾ),"ತೊಂದರೆ, ತುಂಬ ಹೆದೆಗಟ್ಟಿ ಸ್ಥಿತಿ."
ಅನಂತ,(ನಾ),"ತುಂಬಾ, ಅಂತ್ಯವಿಲ್ಲದ."
ಅನಂತರ,(ನಾ),"ಅಮೇಲೆ, ಆನಂತರ."
ಅನನ್ಯ,"(ನಾ),(ಗು)","ಏಕನಿಷ್ಠ. ಬೇರೆಯಲ್ಲದ, ಅದ್ವಿತೀಯ"
ಅನಪೇಕ್ಷಿತ,(ಗು),"ಬಯಸದ, ಬೇಡದ."
ಅನಮೋದನೆ,(ನಾ),"ಒಪ್ಪಿಗೆ, ಸಮ್ಮತಿ"
ಅನರ್ಥ,"(ನಾ),(ಗು)",ಕೇಡು. ಅರ್ಥವಲ್ಲದ.
ಅನರ್ಹ,(ನಾ),ಅರ್ಹತೆಯಿಲ್ಲದವನು
ಅನವಶ್ಯ,(ಗು),ಅಗತ್ಯವಿಲ್ಲದ
ಅನಾಥ,(ನಾ),ದಿಕ್ಕಿಲ್ಲದವನು.
ಅನಾದರ,(ನಾ),ಉದಾಸೀನತೆ.
ಅನಾದಿ,(ಗು),"ಆದಿಯಿಲ್ಲದ, ಮೊದಲಿಲ್ಲದ, ಪುರಾತನ ಕಾಲದಿಂದ ಬಂದ."
ಅನಾಮತ್ತು,(ಅ),"ಪೂರ್ತಿಯಾಗಿ, ಇದ್ದಕ್ಕಿದ್ದಂತೆ."
ಅನಾಮಧೇಯ,(ನಾ),"ಹೆಸರಿಲ್ಲದವನು, ಅಪ್ರಸಿದ್ಧ."
ಅನಾಮಧೇಯ ಪತ್ರ,(ನಾ),"ಹೆಸರಿಲ್ಲದೆ ಬರೆದ ಪತ್ರ, ಮೂಗರ್ಜಿ."
ಅನಾವರಣ,(ನಾ),"ಆವರಣವನ್ನು ತೆಗೆಯುವುದು,.ಪ್ರಕಟಿಸುವುದು."
ಅನಾವೃಷ್ಟಿ,(ನಾ),ಮಳೆಯಿಲ್ಲದಿರುವುದು.
ಅನಾಹುತ,(ನಾ),"ಆಕಸ್ಮಿಕ, ಕೇಡು."
ಅನಿಕೇತನ,(ನಾ),"ಮನೆಯಿಲ್ಲದವ, ನೆಲೆಯಿಲ್ಲದ."
ಅನಿತ್ಯ,(ಗು),ಕ್ಷಣಿಕ.
ಅನಿಮಿತ್ತ,(ಗು),"ಕಾರಣವಿಲ್ಲದ, ಆಕಸ್ಮಿಕ."
ಅನಿರೀಕ್ಷಿತ,(ನಾ),ನಿರೀಕ್ಷಿಸದೆ ಉಂಟಾದ.
ಅನಿಲ,(ನಾ),"ಗಾಳಿ, ವಾಯು ."
ಅನಿವಾರ್ಯ,(ಗು),ತಪ್ಪಿಸಲಾಗದ
ಅನಿಷ್ಟ,"(ನಾ),(ಗು)","ಅಪ್ರಿಯವಾದುದು, ಹಾನಿ. ಕೆಟ್ಚ, ಬೇಡವಾದ."
ಅನಿಸಿಕೊಳ್ಳು,(ಕ್ರಿ),"ಬೈಸಿಕೊಳ್ಳು, ಮುನಿಸಿಗೆ ಒಳಗಾಗು."
ಅನಿಸು,(ಅ),"ಅಷ್ಟು, ಅನ್ನಿಸು."
ಅನುಕಂಪ,(ನಾ),"ಕನಿಕರ, ಸಹಾನುಭೂತಿ."
ಅನುಕರಣೆ,(ನಾ),"ಇತರರು ಮಾಡಿದಂತೆ ಮಾಡುವುದು, ಅಭಿನಯ."
ಅನುಕೂಲ,"(ನಾ),(ಗು)",ಸೌಕರ್ಯ. ತೀರವನ್ನು ಅನುಸರಿಸಿದ.
ಅನುಕ್ರಮ,"(ನಾ),(ಗು)",ಪರಿವಿಡಿ. ಕ್ರಮಕ್ಕೆ ಅನುಸಾರವಾದ.
ಅನುಕ್ರಮಣಿಕೆ,(ನಾ),ವಿಷಯಸೂಚಿಕೆ.
ಅನುಗಾಲ,(ಅ),ಯಾವಾಗಲೂ.
ಅನುಗುಣ,(ಗು),ಅನುರೂಪವಾದ.
ಅನುಗ್ರಹ,(ನಾ),"ಕೃಪೆ, ಅಂಗೀಕಾರ."
ಅನುಚರ,"(ನಾ),(ಗು)","ಸೇವಕ. ಅನುಸರಿಸಿ ನಡೆಯುವ, ಅಟೆಂಡರ್."
ಅನುಚಿತ,(ಗು),ಯೋಗ್ಯವಲ್ಲದ.
ಅನುದಿನ,(ಅ),ನಿತ್ಯವೂ.
ಅನುನಾಸಿಕ,(ನಾ),ಮೂಗಿನ ಸಹಾಯದಿಂದ ಉಚ್ಚರಿಸುವ ವರ್ಣ.
ಅನುಪಮ,(ಗು),"ಹೋಲಿಕೆಗೆ ಮೀರಿದ, ಶ್ರೇಷ್ಠ."
ಅನುಪಸ್ಥಿತಿ,(ನಾ),ಗೈರುಹಾಜರಿ.
ಅನುಪಾಲನ,(ನಾ),"ಕಾಪಾಡುವುದು, ಆದೇಶ ನಡೆಸಿಕೊಡುವುದು. ಮದ್ದು, ಆಹಾರದಲ್ಲಿ ವೈದ್ಯರ ಮಾತಿನ ಪಾಲನೆ."
ಅನುಪಾಲನ ವರದಿ,(ನಾ),ಆದೇಶವನ್ನು ಕಾರ್ಯಗತಗೊಳಿಸಿದ ಬಗೆಗಿನ ಅಧಿಕೃತ ವರದಿ.
ಅನುಬಂಧಿ,"(ನಾ),(ಗು)",ಸಂಬಂಧವುಳ್ಳವನು. ಸಂಬಂಧವುಳ್ಳ.
ಅನುಬಂಧ,(ನಾ),"ಸಂಬಂಧ, ಗ್ರಂಥದ ಕೊನೆಯಲ್ಲಿರುವ ಒಳಗಿನ ವಿಷಯಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟ ವಿಶೇಷ ವಿಷಯಗಳು."
ಅನುಭವ,(ನಾ),ಇಂದ್ರಿಯಗಳ ಮೂಲಕ ಬರುವ ಜ್ಞಾನ.
ಅನುಭಾವ,(ನಾ),"ಅತೀಂದ್ರಿಯವಾದ ಅನುಭವ, ಆತ್ಮಾನುಭವ."
ಅನುಭಾವಿ,(ನಾ),"ಅನುಭವವುಳ್ಳವನು, ಆತ್ಮಾನುಭವವುಳ್ಳವನು."
ಅನುಭೂತಿ,(ನಾ),ಸ್ವಂತ ಅನುಭವಕ್ಕೆ ಬಂದಿರುವ ತಿಳಿವು.
ಅನುಭೋಗ,(ನಾ),"ಸುಖದುಃಖಾದಿಗಳ ಅನುಭವ, ಸ್ವಾಮ್ಯಕ್ಕೆ ಒಳಪಟ್ಟಿರುವುದು, ಸಂಭೋಗ."
ಅನುಮತ,"(ನಾ),(ಗು)","ಒಪ್ಪಿಗೆ, ಅಭಿಪ್ರಾಯ. ಸಮ್ಮತಿ ಪಡೆದ."
ಅನುಮತಿ,(ನಾ),ಸಮ್ಮತಿ.
ಅನುಮಾನ,(ನಾ),"ಊಹೆ, ಸಂದೇಹ."
ಅನುಯಾಯಿ,(ನಾ),ಹಿಂಬಾಲಕ.
ಅನುರಕ್ತಿ,(ನಾ),"ಪ್ರೇಮ, ಆಸಕ್ತಿ."
ಅನುರಣನ,(ನಾ),ಅನುಸರಿಸಿ ಮುಂದುವರಿದ ಧ್ವನಿ.
ಅನುರಾಗ,(ನಾ),ಪ್ರೀತಿ.
ಅನುರೂಪ,(ಗು),ಯೋಗ್ಯವಾದ.
ಅನುಲಕ್ಷಿಸು,(ಕ್ರಿ),ಗಮನಿಸು.
ಅನುಲೋಮ,(ನಾ),ರೂಢಿಯಲ್ಲಿರುವ ಕ್ರಮ.
ಅನುವಾದ,(ನಾ),"ಭಾಷಾಂತರ , ಒಂದು ಭಾಷೆಯಿಂದ ಇನ್ನೊಂದು ಭಾಷೆಗೆ ಮಾತಿನಲ್ಲಿ ಅಥವ ಬರವಣಿಗೆಯಲ್ಲಿ ಮಾಡುವ ಬದಲಾವಣೆ, ಮಾಡುವ ಮೂಲಾನುಸರಣಿ."
ಅನುಷಂಗಿಕ,(ಗು),ಮುಖ್ಯ ವಿಷಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ತಾನಾಗಿ ಒದಗಿ ಬರುವ.
ಅನುಷ್ಠಾನ,(ನಾ),ಆಚರಣೆ.
ಅನುಸಂಧಾನ,(ನಾ),"ಪರಿಶೀಲನೆ, ಏರ್ಪಡು, ಧ್ಯಾನ, ವಿಚಾರ ಮಂಥನ."
ಅನುಸರಣೆ,(ನಾ),ಅನುಸರಿಸಿ ನಡೆಯುವುದು.
ಅನುಸಾರ,(ನಾ),ಹೊಂದಿಕೊಂಡು ಬರುವುದು.
ಅನುಸೂಚಿತ,(ಗು),"ಪಟ್ಟಿಯಲ್ಲಿ ವಿವರಿಸಿದ, ಪರಿಶಿಷ್ಟ ಜಾತಿ ಅಥವಾ ಪಂಗಡದ."
ಅನುಸೂಚಿತ ಜಾತಿ,(ನಾ),"ಕೆಳ ಜಾತಿ, ದಲಿತರು."
ಅನುಸೂಚಿತ ಪಟ್ಟಿ,(ನಾ),ಅನುಬಂಧದಲ್ಲಿ ಸೂಚಿಸಿದ ಪಟ್ಟಿ.
ಅನುಸ್ವಾರ,(ನಾ),ಬಿಂದುರೂಪದ ವರ್ಣ.
ಅನೂಚಾನ,(ನಾ),ಪರಂಪರೆಯಾಗಿ ನಡೆದು ಬಂದ ಪದ್ಧತಿ.
ಅನೇಕ,(ಗು),"ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚಾದ, ಹೆಚ್ಚಿನ."
ಅನೌಪಚಾರಿಕ,(ಗು),"ಪೂರ್ವಸಿದ್ಧತೆಯಿಲ್ಲದ, ನಿಯಮಕ್ಕೊಳಪಡದ."
ಅನೌಪಚಾರಿಕ ಮಾತು,(ನಾ),ಹರಟೆ.
ಅನೌಪಚಾರಿಕ ಸಭೆ,(ನಾ),ಪೂರ್ವ ಸೂಚನೆಯಿಲ್ಲದೆ ಕರೆದಿರುವ ಸಭೆ.
ಅನ್ನ,(ನಾ),"ಆಹಾರ, ಬೆಯಿಸಿದ ಅಕ್ಕಿ."
ಅನ್ಯ,(ನಾ),ಬೇರೆಯದು.
ಅನ್ಯತ್ರ,(ಅ),ಬೇರೆಯ ಕಡೆ.
ಅನ್ಯಥಾ,(ಅ),ಬೇರೆಯ ಬಗೆಯಾಗಿ.
ಅನ್ಯಾಯ,(ನಾ),ನ್ಯಾಯವಲ್ಲದುದು.
ಅನ್ಯೋನ್ಯ,"(ನಾ),(ಗು)",ಪರಸ್ಪರ ಪ್ರೀತಿ. ಪರಸ್ಪರ.
ಅನ್ವಯ,(ನಾ),ಸಂಬಂಧ.
ಅನ್ವರ್ಥ,(ಗು),ಸಾರ್ಥಕವಾದ ನಾಮ.
ಅನ್ವರ್ಥ ನಾಮ,(ನಾ),ಅರ್ಥಕ್ಕೆ ಹೊಂದುವ ಹೆಸರು.
ಅನ್ವೇಷಕ,(ನಾ),ಹುಡುಕುವವನು.
ಅಪಕಾರ,(ನಾ),ಕೆಡುಕು ಮಾಡುವುದು.
ಅಪಕೀರ್ತಿ,(ನಾ),ಕೆಟ್ಟ ಹೆಸರು.
ಅಪಕ್ವ,(ಗು),"ಬೇಯದೆ ಇರುವ, ಹಣ್ಣಾಗದಿರುವ, ಪ್ರೌಢವಲ್ಲದ."
ಅಪಖ್ಯಾತಿ,(ನಾ),ಕೆಟ್ಟ ಹೆಸರು.
ಅಪಗತಿ,(ನಾ),ಕೀಳುದೆಸೆ.
ಅಪಘಾತ,(ನಾ),ಅನಿರೀಕ್ಷಿತವಾಗಿ ಒದಗಿದ ಅಪಾಯ.
ಅಪಚಾರ,(ನಾ),"ವಿರುದ್ಧವಾದ ಆಚರಣೆ, ಅಗೌರವ."
ಅಪಜಯ,(ನಾ),ಸೋಲು.
ಅಪಥ್ಯ,(ನಾ),"ಹಿತವಲ್ಲದ್ದು, ಪಥ್ಯ ಮಾಡದಿರುವುದು."
ಅಪದಶೆ,(ನಾ),ಕೀಳದೆಸೆ.
ಅಪಧಮನಿ,(ನಾ),ಹೃದಯದ ಕಡೆಯಿಂದ ದೇಹಾ ಇತರ ಭಾಗಕ್ಕೆ ರಕ್ತವನ್ನು ಸಾಗಿಸುವ ರಕ್ತನಾಳ.
ಅಪನಂಬಿಕೆ,(ನಾ),ಅವಿಶ್ವಾಸ.
ಅಪನಿಂದೆ,(ನಾ),ಅನ್ಯಾಯವಾದ ಅಪವಾದ.
ಅಪಪಾಠ,(ನಾ),ಗ್ರಂಥಸಂಪಾದನೆಯಲ್ಲಿ ತಪ್ಪಾದ ಪಾಠ.
ಅಪಪ್ರಚಾರ,"(ನಾ),(ಗು)","ಸುಳ್ಳುಸುದ್ದಿ ಹರಡುವುದು, ಒಬ್ಬರ ವಿರುದ್ದವಾಗಿ ಪ್ರಚಾರಮಾಡುವುದು. ರೂಪಗೆಟ್ಟ, ಅಪೂರ್ವವಾದ."
ಅಪಭ್ರಂಶ,(ನಾ),"ತದ್ಭವ ಶಬ್ದ, ಒಂದು ಭಾಷೆ."
ಅಪಮಾನ,(ನಾ),"ಅವಮಾನ, ಅಗೌರವ."
ಅಪಮೃತ್ಯು,(ನಾ),"ಅಕಾಲದಲ್ಲಿ ಉಂಟಾದ ಸಾವು, ಆಕಸ್ಮಿಕವಾದ ಮರಣ"
ಅಪಮೌಲ್ಯ,(ನಾ),ಬೆಲೆಯನ್ನು ತಗ್ಗಿಸುವುದು.
ಅಪರ ಕರ್ಮ,(ನಾ),"ಉತ್ತರಕ್ರಿಯೆ, ಸತ್ತವರಿಗಾಗಿ ಮಾಡುವ ಕರ್ಮ, ಕರ‍್ಯ."
ಅಪರಂಜಿ,(ನಾ),"ಚೊಕ್ಕ ಚಿನ್ನ, ಅತ್ಯುತ್ತಮವಾದುದು."
ಅಪರಾಧ,(ನಾ),"ತಪ್ಪು, ದಂಡ"
ಅಪರಾಹ್ನ,(ನಾ),"ಮಧ್ಯಾಹ್ನವಾದ ಮೇಲಿನ ಅವಧಿ, ಇಳಿದಿನ."
ಅಪರಿಚಿತ,(ಗು),ಗುರುತಿಲ್ಲದ.
ಅಪರಿಮಿತ,(ಗು),ಮಿತಿಯಿಲ್ಲದ.
ಅಪರೂಪ,(ಗು),"ರೂಪಗೆಟ್ಟ, ಅಪೂರ್ವವಾದ."
ಅಪಲಾಪ,(ನಾ),"ಸುಳ್ಳು, ಅರ್ಥವಿಲ್ಲದ ಮಾತು."
ಅಪವರ್ತನ,"(ನಾ),(ಗು)",ಭಾಜ್ಯವನ್ನು ನಿಶ್ಯೇಷವಾಗಿ ಭಾಗಿಸುವ ಸಂಖ್ಯೆ. ಕೆಟ್ಟ ವರ್ತನೆ.
ಅಪವಾದ,(ನಾ),"ನಿಂದೆ, ಆರೋಪ, ನಿಯಮಕ್ಕೆ ಹೊರತಾದುದು."
ಅಪವ್ಯಯ,(ನಾ),ಅವಶ್ಯವಿಲ್ಲದ ಖರ್ಚು.
ಅಪಶಕುನ,(ನಾ),"ಅಶುಭ ಶಕುನ, ಫಿಟ್ಸ್, ಅಶುಭ ಸಂಕೇತ ಸೂಚನೆ."
ಅಪಶಬ್ದ,(ನಾ),ಅಶುದ್ದವಾದ ಶಬ್ದ.
ಅಪಸ್ಮಾರ,(ನಾ),"ಮರೆವು, ಮೂರ್ಛೆರೋಗ, ಫಿಟ್ಸ್."
ಅಪಸ್ವರ,(ನಾ),"ಶ್ರುತಿಗೆ ಹೊಂದದ ಸ್ವರ, ಕೆಟ್ಟ ಮಾತು, ಅಸಮ್ಮತಿಯ ದನಿ."
ಅಪಹಾರ,(ನಾ),"ಕಿತ್ತುಕೊಳ್ಳುವುದು, ಎತ್ತಿ ಹಾಕುವುದು."
ಅಪಹಾಸ್ಯ,(ನಾ),ತಿರಸ್ಕಾರದಿಂದ ಮಾಡುವ ಹಾಸ್ಯ.
ಅಪಾತ್ರ,(ಗು),ಅಯೋಗ್ಯ.
ಅಪಾಯ,(ನಾ),"ಕೇಡು, ಹಾನಿ."
ಅಪಾರ,(ಗು),"ಎಲ್ಲೆಯಿಲ್ಲ, ಅಧಿಕ, ಹೆಚ್ಚಿನ."
ಅಪಾರ್ಥ,(ನಾ),"ತಪ್ಪು ಅರ್ಥ, ಕಾವ್ಯದೋಷಗಳಲ್ಲಿ ಒಂದು."
ಅಪೀಮು,(ನಾ),"ಒಂದು ಮಾದಕದ್ರವ್ಯ, ಅಫೀಮು."
ಅಪೂರ್ವ,(ಗು),"ಹಿಂದೆ ಎಂದೂ ಕಾಣದ, ಅಪರೂಪವಾದ, ಮೊದಲಿಲ್ಲದ."
ಅಪೇಕ್ಷೆ,(ನಾ),"ಬಯಕೆ, ನಿರಿಕ್ಷೆ."
ಅಪ್ಪ,(ನಾ),"ತಂದೆ, ಅಕ್ಕಿ ಹಿಟ್ಟಿನಿಂದ ಮಾಡುವ ಒಂದು ತಿಂಡಿ, ಗುಂಡು ಪೊಂಗಲ್."
ಅಪ್ಪಟ,(ಗು),ಚೊಕ್ಕ.
ಅಪ್ಪಣೆ,(ನಾ),"ಆಜ್ಞೆ, ಅನುಮತಿ."
ಅಪ್ಪಳಿಸು,(ಕ್ರಿ),"ತಟ್ಟು, ಹೊಯ್ಯು."
ಅಪ್ಪಿತಪ್ಪಿ,(ಅ),ಆಕಸ್ಮಿಕವಾಗಿ.
ಅಪ್ಪು,"(ನಾ),(ಕ್ರಿ)","ಅಲಿಂಗನ, ನೀರು. ಆಲಿಂಗಿಸು, ಸಂಭವಿಸು."
ಅಪ್ಪುಗೆ,(ನಾ),ಆಲಿಂಗನ.
ಅಪ್ರತಿಮ,(ಗು),ಎಣೆಯಿಲ್ಲದ.
ಅಪ್ರತ್ಯಕ್ಷ,(ಗು),ಪರೋಕ್ಷವಾದ.
ಅಪ್ರಬುದ್ದ,(ಗು),"ತಿಳಿವಳಿಕೆಯಿಲ್ಲದ, ವಯಸ್ಸಾಗದ."
ಅಪ್ರಸ್ತುತ,(ಗು),"ಅಸಾಧಾರಣ ಪ್ರಕೃತಿಯನ್ನು ಮೀರಿದ, ಸಂದರ್ಭಕ್ಕೆ ಸರಿಯಿಲ್ಲದ."
ಅಬಚಿ,(ನಾ),ತಾಯಿಯ ಒಡಹುಟ್ಚಿದವಳು.
ಅಬದ್ಧ,(ನಾ),"ತಪ್ಪು, ಸುಳ್ಳು."
ಅಬಲೆ,(ನಾ),ಹೆಂಗಸು.
ಅಭಿಚಾರ,(ನಾ),ಮಾಟ.
ಅಭಿಜಾತ,"(ನಾ),(ಗು)","ಉತ್ತಮಕುಲದಲ್ಲಿ ಹುಟ್ಟಿದವನು. ಶ್ರೇಷ್ಠವಾದ, ಹೊಸದಾಗಿ ಹುಟ್ಟಿದ, ಶಾಸ್ತ್ರೀಯ."
ಅಭಿನಂದನೆ,(ನಾ),"ಪ್ರಶಂಸೆ, ಸಂತೋಷ ಪ್ರಕಟಣೆ."
ಅಭಿನಯ,(ನಾ),"ನಟನೆ, ಅನುಕರಣೆ."
ಅಭಿಪ್ರಾಯ,(ನಾ),"ಆಶಯ, ತಾತ್ಪರ್ಯ"
ಅಭಿವೃದ್ದಿ,(ನಾ),"ಏಳಿಗೆ, ಶ್ರೇಯಸ್ಸು."
ಅಭಿವ್ಯಕ್ತಿ,(ನಾ),"ಪ್ರಕಟವಾಗುವುದು, ಹೇಳಿಕೆ."
ಅಭಿಷೇಕ,(ನಾ),"ದೇವರಿಗೆ ಮಾಡಿಸುವ ಮಂಗಳ ಸ್ನಾನ, ಪಟ್ಟ ಕಟ್ಟುವಾಗ ಮಾಡಿಸುವ ಸ್ನಾನ."
ಅಬ್ಬೆ,(ನಾ),ತಾಯಿ.
ಅಬ್ಬೇಪಾರಿ,(ನಾ),ದಿಕ್ಕಿಲ್ಲದವನು.
ಅಭಂಗ,"(ನಾ),(ಗು)",ಮರಾಠಿಯ ಒಂದು ಪದ್ಯಜಾತಿ. ಮುರಿಯದ.
ಅಭದ್ರ,(ನಾ),"ಅಶುಭವಾದ, ಸುರಕ್ಷಿತವಲ್ಲದ."
ಅಭಯ,"(ನಾ),(ಗು)",ನಿರ್ಭಯತೆ. ಭಯವಿಲ್ಲದ
ಅಭಾವ,(ನಾ),ಇಲ್ಲದಿರುವುದು.
ಅಭ್ಯಂಗ,(ನಾ),"ಎಣ್ಣೆಸ್ನಾನ, ಲೇಪನದ್ರವ್ಯ."
ಅಭ್ಯಂಜನ,(ನಾ),ಎಣ್ಣೆ ಸ್ನಾನ.
ಅಭ್ಯಂತರ,(ನಾ),"ಅಂತರಾಳ, ಅಡ್ಡಿ, ಆಕ್ಷೇಪಣೆ."
ಅಭ್ಯರ್ಥಿ,(ನಾ),"ಉಮೇದುವಾರ, ಅರ್ಜೀದಾರ."
ಅಭ್ಯಾಸ,(ನಾ),"ರೂಢಿ, ವ್ಯಾಸಂಗ."
ಅಭ್ಯುದಯ,(ನಾ),"ಅಭಿವೃದ್ದಿ, ಏಳಿಗೆ."
ಅಮರ,(ನಾ),ಶಾಶ್ವತವಾದ ದೇವತೆ.
ಅಮರು,(ಕ್ರಿ),"ಭದ್ರವಾಗಿ ಸೇರು, ಉಚಿತವಾಗು,  ಆಕ್ರಮಿಸು."
ಅಮಲು,(ನಾ),ಮಾದಕತೆ.
ಅಮಾನತ್ತು,(ನಾ),"ಬಳಸದೆ ಭದ್ರವಾಗಿಡುವ ವಸ್ತು, ಅನಿಶ್ಚಿತ ಸ್ಥಿತಿಯಲ್ಲಿ ತಾತ್ಕಾಲಿಕವಾಗಿ ತಡೆಹಿಡಿದಿರುವುದು, ವಜಾ."
ಅಮಾನುಷ,(ಗು),"ಕ್ರೂರ, ಅತಿಮಾನುಷ."
ಅಮುಕು,(ಕ್ರಿ),"ಅದುಮು, ಹಿಸುಕು."
ಅಮೂಲ್ಯ,(ಗು),"ಬೆಲೆಯಿಲ್ಲ, ಬಹಳ ಬೆಲೆಯುಳ್ಳ."
ಅಮೃತ,(ನಾ),"ಸುಧೆ, ಹಾಲು."
ಅಮೋಘ,(ಗು),"ವ್ಯರ್ಥವಾಗದ, ತುಂಬ ಬೆಲೆಯುಳ್ಳ."
ಅಮ್ಮ,(ನಾ),"ತಾಯಿ, ಸಿಡುಬು."
ಅಯಸ್ಕಾಂತ,(ನಾ),ಸೂಜಿಗಲ್ಲು
ಅಯೋಮಯ,(ನಾ),"ಗಹನ, ಕ್ಲಿಷ್ಟ."
ಅಯ್ದೆ,(ನಾ),ಹೆಂಗಸು.
ಅಯ್ಯ,(ನಾ),"ತಂದೆ, ಅಜ್ಜ, ಜಂಗಮ, ಹಿರಿಯ."
ಅರ,(ನಾ),ನಯಗೊಳಿಸಲು ಅಥವಾ ಹಿತಗೊಳಿಸಲು ಬಳಸುವ ಉಪಕರಣ.
ಅರಗಿಣಿ,(ನಾ),ಗಿಳಿಗಳಲ್ಲಿ ಶ್ರೇಷ್ಠವಾದುದು.
ಅರಗು,"(ನಾ),(ಕ್ರಿ)","ಅಂಚು, ಪಕ್ಕ, ಒಂದು ಬಗೆಯ ಅಂಟು. ಜೀರ್ಣವಾಗು."
ಅರಣ್ಯ,(ನಾ),ಕಾಡು.
ಅರಮನೆ,(ನಾ),"ರಾಜನ ಮನೆ, ದೊಡ್ಡ ಬಂಗಲೆ."
ಅರವ,(ನಾ),ತಮಿಳು ಭಾಷೆ.
ಅರಸ,(ನಾ),"ರಾಜ, ಶ್ರೇಷ್ಠ."
ಅರಸು,"(ನಾ),(ಕ್ರಿ)","ದೊರೆ, ದೊರೆತನ. ಹುಡುಕು."
ಅರಳಿ,(ನಾ),ಅಶ್ವತ್ಥವೃಕ್ಷ.
ಅರಳೆ,(ನಾ),ಹತ್ತಿ.
ಅರಳೆಲೆ,(ನಾ),ಅರಳಿ ಎಲೆಯಾಕಾರದ ಒಂದು ಒಡವೆ.
ಅರಾಜಕ,(ನಾ),"ರಾಜನಿಲ್ಲದ, ಅವ್ಯವಸ್ಥೆ"
ಅರಿ,"(ನಾ),(ಕ್ರಿ)","ಹೊಲ ಗದ್ದೆಗಳಲ್ಲಿ ಕುಯ್ದು ಅಲ್ಲಲ್ಲೇ ಗುಡ್ಡೆ ಹಾಕುವ ತೆನೆ, ಒಂದು ಬಗೆಯ ಕಣ್ಣಿನ ರೋಗ, ಶತ್ರು. ಕತ್ತರಿಸು, ತಿಳಿ."
ಅರಿವೆ,(ನಾ),ಬಟ್ಟೆ.
ಅರಿಷ್ಟ,(ನಾ),"ಅಮಂಗಳ, ಕೇಡು."
ಅರೆ,"(ನಾ),(ಕ್ರಿ)","ಬಂಡೆ. ಪುಡಿಮಾಡು, ತೇಯು, ಅರ್ಧ."
ಅರ್ಚಕ,(ನಾ),ಪೂಜೆ ಮಾಡುವವನು.
ಅರ್ಚನೆ,(ನಾ),"ಪೂಜೆ, ಸತ್ಕಾರ."
ಅರ್ಜಿ,(ನಾ),"ಪ್ರಾರ್ಥನಾ ಪತ್ರ, ಮನವಿ."
ಅರ್ತಿ,(ನಾ),"ಪ್ರೀತಿ, ವ್ಯಥೆ."
ಅರ್ಥ,(ನಾ),"ಶಬ್ದದ ಅಭಿsಪ್ರಾಯ, ಹಣಕಾಸು."
ಅರ್ಥಶಾಸ್ತ್ರ,(ನಾ),"ರಾಜನೀತಿ, ಹಣಕಾಸಿನ ವ್ಯವಹಾರವನ್ನು ತಿಳಿಸುವ ಒಂದು ಶಾಸ್ತ್ರ."
ಅರ್ಧಿಸು,(ಕ್ರಿ),ಎರಡು ಸಮಪಾಲು ಮಾಡು.
ಅರ್ಪಣೆ,(ನಾ),ಒಪ್ಪಿಸುವುದು.
ಅರ್ಬುದ,(ನಾ),"ಒಂದು ಬಗೆಯ ವ್ರಣರೋಗ, ಕ್ಯಾನ್ಸರ್."
ಅರ್ವಾಚೀನ,(ನಾ),ಇತ್ತೀಚಿನ.
ಅರ್ಹ,"(ನಾ),(ಗು)",ಶಕ್ತ. ಯೋಗ್ಯ.
ಅರ್ಹಂತ,(ನಾ),"ತೀರ್ಥಂಕರ, ಬುದ್ಧ."
